filme1,filme2,qtd_atores_compartilhados,atores_compartilhados,generos_compartilhados,similaridade,peso
Pulp Fiction,Changing Lanes,1,Samuel L. Jackson,Drama|Thriller,4,0.25
"Shawshank Redemption, The",Man on a Ledge,1,William Sadler,Crime,3,0.333333
Pulp Fiction,Bandits,1,Bruce Willis,Comedy|Crime,4,0.25
Pulp Fiction,Rules of Engagement,1,Samuel L. Jackson,Drama|Thriller,4,0.25
Pulp Fiction,Mercury Rising,1,Bruce Willis,Drama|Thriller,4,0.25
Pulp Fiction,"Punisher, The",1,John Travolta,Crime|Thriller,4,0.25
Apollo 13,"Truman Show, The",1,Ed Harris,Drama,3,0.333333
Pulp Fiction,Snakes on a Plane,1,Samuel L. Jackson,Comedy|Thriller,4,0.25
Pulp Fiction,16 Blocks,1,Bruce Willis,Crime|Thriller,4,0.25
Lawrence of Arabia,Star Wars: Episode IV - A New Hope,1,Alec Guinness,Adventure,3,0.333333
Look Who's Talking Now,Pulp Fiction,1,John Travolta,Comedy,3,0.333333
Fight Club,Inglourious Basterds,1,Brad Pitt,Action|Drama,4,0.25
Eddie Murphy Raw,Pulp Fiction,1,Samuel L. Jackson,Comedy,3,0.333333
Striking Distance,Pulp Fiction,1,Bruce Willis,Crime,3,0.333333
Star Wars: Episode V - The Empire Strikes Back,Indiana Jones and the Temple of Doom,1,Harrison Ford,Action|Adventure,4,0.25
Bill & Ted's Excellent Adventure,"Matrix, The",1,Keanu Reeves,Sci-Fi,3,0.333333
Pulp Fiction,Tears of the Sun,1,Bruce Willis,Drama|Thriller,4,0.25
Pulp Fiction,Sydney (Hard Eight),1,Samuel L. Jackson,Crime|Drama|Thriller,5,0.2
Joe Versus the Volcano,Pulp Fiction,1,Amanda Plummer,Comedy,3,0.333333
Pulp Fiction,Kiss of Death,1,Samuel L. Jackson,Crime|Drama|Thriller,5,0.2
Loaded Weapon 1 (National Lampoon's Loaded Weapon 1),Pulp Fiction,1,Samuel L. Jackson,Comedy,3,0.333333
"Silence of the Lambs, The",American Gangster,1,Ted Levine,Crime|Thriller,4,0.25
"Silence of the Lambs, The",Courage Under Fire,1,Scott Glenn,Crime,3,0.333333
"Matrix, The",Captain America: The First Avenger,1,Hugo Weaving,Action|Sci-Fi|Thriller,5,0.2
Star Wars: Episode IV - A New Hope,Star Wars: Episode VII - The Force Awakens,3,Harrison Ford|Carrie Fisher|Mark Hamill,Action|Adventure|Sci-Fi,9,0.111111
Pulp Fiction,Red 2,1,Bruce Willis,Comedy|Crime|Thriller,5,0.2
Pulp Fiction,"Story of Us, The",1,Bruce Willis,Comedy|Drama,4,0.25
"Bridge on the River Kwai, The",Star Wars: Episode IV - A New Hope,1,Alec Guinness,Adventure,3,0.333333
"Last Boy Scout, The",Pulp Fiction,1,Bruce Willis,Comedy|Crime|Drama|Thriller,6,0.166667
Look Who's Talking Too,Pulp Fiction,2,John Travolta|Bruce Willis,Comedy,5,0.2
Apocalypse Now,Star Wars: Episode VI - Return of the Jedi,1,Harrison Ford,Action,3,0.333333
Pulp Fiction,Coach Carter,1,Samuel L. Jackson,Drama,3,0.333333
"Silence of the Lambs, The",Red Dragon,2,Anthony Hopkins|Anthony Heald,Crime|Thriller,6,0.166667
Needful Things,Pulp Fiction,1,Amanda Plummer,Drama,3,0.333333
Pulp Fiction,Hostage,1,Bruce Willis,Crime|Drama|Thriller,5,0.2
Pulp Fiction,"Taking of Pelham 1 2 3, The",1,John Travolta,Crime|Drama|Thriller,5,0.2
Pulp Fiction,"Last Days of Disco, The",1,Burr Steers,Comedy|Drama,4,0.25
Pulp Fiction,Sin City: A Dame to Kill For,1,Bruce Willis,Crime|Thriller,4,0.25
Swing Kids,Pulp Fiction,1,Frank Whaley,Drama,3,0.333333
Pulp Fiction,"Great White Hype, The",1,Samuel L. Jackson,Comedy,3,0.333333
Pulp Fiction,My Super Ex-Girlfriend,1,Uma Thurman,Comedy,3,0.333333
Apocalypse Now,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),1,Harrison Ford,Action,3,0.333333
Pulp Fiction,Wild Hogs,1,John Travolta,Comedy,3,0.333333
North,Pulp Fiction,1,Bruce Willis,Comedy,3,0.333333
Pulp Fiction,Black Snake Moan,1,Samuel L. Jackson,Drama,3,0.333333
Even Cowgirls Get the Blues,Pulp Fiction,1,Uma Thurman,Comedy,3,0.333333
"Matrix, The",Constantine,1,Keanu Reeves,Action|Thriller,4,0.25
Color of Night,Pulp Fiction,1,Bruce Willis,Drama|Thriller,4,0.25
Hudson Hawk,Pulp Fiction,1,Bruce Willis,Comedy,3,0.333333
Pulp Fiction,Hart's War,1,Bruce Willis,Drama,3,0.333333
Pulp Fiction,Nymphomaniac: Volume I,1,Uma Thurman,Drama,3,0.333333
Pulp Fiction,"Whole Ten Yards, The",1,Bruce Willis,Comedy|Crime,4,0.25
Pulp Fiction,Be Cool,2,Uma Thurman|John Travolta,Comedy|Crime,6,0.166667
Pulp Fiction,Eve's Bayou,1,Samuel L. Jackson,Drama,3,0.333333
Pulp Fiction,Losing Isaiah,1,Samuel L. Jackson,Drama,3,0.333333
Pulp Fiction,xXx: State of the Union,1,Samuel L. Jackson,Crime|Thriller,4,0.25
Pulp Fiction,The Hitman's Bodyguard,1,Samuel L. Jackson,Comedy,3,0.333333
Pulp Fiction,Basic,2,Samuel L. Jackson|John Travolta,Drama|Thriller,6,0.166667
Blind Date,Pulp Fiction,1,Bruce Willis,Comedy,3,0.333333
Pulp Fiction,"Good Day to Die Hard, A",1,Bruce Willis,Crime|Thriller,4,0.25
Die Hard: With a Vengeance,Twelve Monkeys (a.k.a. 12 Monkeys),1,Bruce Willis,Thriller,3,0.333333
Pulp Fiction,From Paris with Love,1,John Travolta,Crime,3,0.333333
Bonfire of the Vanities,Pulp Fiction,1,Bruce Willis,Comedy|Crime|Drama,5,0.2
Jungle Fever,Pulp Fiction,1,Samuel L. Jackson,Drama,3,0.333333
Jurassic Park,Unbreakable,1,Samuel L. Jackson,Sci-Fi,3,0.333333
Pulp Fiction,Mad City,1,John Travolta,Drama,3,0.333333
Pulp Fiction,Alpha Dog,1,Bruce Willis,Crime|Drama,4,0.25
Pulp Fiction,Nymphomaniac: Volume II,1,Uma Thurman,Drama,3,0.333333
Pulp Fiction,Funny Games U.S.,1,Tim Roth,Drama|Thriller,4,0.25
Pulp Fiction,Ladder 49,1,John Travolta,Drama|Thriller,4,0.25
Fresh,Pulp Fiction,1,Samuel L. Jackson,Crime|Drama|Thriller,5,0.2
"Freshman, The",Pulp Fiction,1,Frank Whaley,Comedy|Crime,4,0.25
Pulp Fiction,Dark Water,1,Tim Roth,Drama|Thriller,4,0.25
Pulp Fiction,"Legend of 1900, The (a.k.a. The Legend of the Pianist on the Ocean) (Leggenda del pianista sull'oceano)",1,Tim Roth,Drama,3,0.333333
Blow Out,Pulp Fiction,1,John Travolta,Thriller,3,0.333333
"Dark Knight, The",Inception,1,Cillian Murphy,Action|Crime|Drama|IMAX,6,0.166667
Apollo 13,"Rock, The",1,Ed Harris,Adventure,3,0.333333
"Terminator, The",True Lies,1,Arnold Schwarzenegger,Action|Thriller,4,0.25
Twelve Monkeys (a.k.a. 12 Monkeys),"Fifth Element, The",1,Bruce Willis,Sci-Fi,3,0.333333
Apollo 13,"Beautiful Mind, A",1,Ed Harris,Drama,3,0.333333
Outbreak,"Usual Suspects, The",1,Kevin Spacey,Thriller,3,0.333333
Jurassic Park,"Lost World: Jurassic Park, The",2,Jeff Goldblum|Richard Attenborough,Action|Adventure|Sci-Fi|Thriller,8,0.125
Aliens,Apollo 13,1,Bill Paxton,Adventure,3,0.333333
Event Horizon,"Matrix, The",1,Laurence Fishburne,Sci-Fi|Thriller,4,0.25
Jurassic Park,True Romance,1,Samuel L. Jackson,Thriller,3,0.333333
Apollo 13,Twister,1,Bill Paxton,Adventure,3,0.333333
Schindler's List,Quiz Show,1,Ralph Fiennes,Drama,3,0.333333
"Matrix, The",Daredevil,1,Joe Pantoliano,Action,3,0.333333
Schindler's List,Shutter Island,1,Ben Kingsley,Drama,3,0.333333
Rambo: First Blood Part II,"Silence of the Lambs, The",1,Charles Napier,Thriller,3,0.333333
"Matrix, The",John Wick,1,Keanu Reeves,Action|Thriller,4,0.25
Star Wars: Episode VI - Return of the Jedi,Indiana Jones and the Temple of Doom,1,Harrison Ford,Action|Adventure,4,0.25
GoldenEye,"Lord of the Rings: The Return of the King, The",1,Sean Bean,Action|Adventure,4,0.25
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Indiana Jones and the Temple of Doom,1,Harrison Ford,Action|Adventure,4,0.25
"Godfather, The",Apocalypse Now,2,Marlon Brando|Robert Duvall,Drama,5,0.2
Apollo 13,"Green Mile, The",1,Tom Hanks,Drama,3,0.333333
Twelve Monkeys (a.k.a. 12 Monkeys),Ocean's Eleven,1,Brad Pitt,Thriller,3,0.333333
Saving Private Ryan,"Beautiful Mind, A",1,Adam Goldberg,Drama,3,0.333333
Bound,"Matrix, The",1,Joe Pantoliano,Thriller,3,0.333333
Outbreak,American Beauty,1,Kevin Spacey,Drama,3,0.333333
Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode II - Attack of the Clones,1,Frank Oz,Action|Adventure|Sci-Fi,5,0.2
"Matrix, The",Cloud Atlas,1,Hugo Weaving,Sci-Fi,3,0.333333
Seven (a.k.a. Se7en),L.A. Confidential,1,Kevin Spacey,Mystery|Thriller,4,0.25
"Silence of the Lambs, The",8MM,1,Anthony Heald,Thriller,3,0.333333
Lethal Weapon,Braveheart,1,Mel Gibson,Action|Drama,4,0.25
"Blues Brothers, The",Star Wars: Episode V - The Empire Strikes Back,1,Frank Oz,Action,3,0.333333
Star Wars: Episode IV - A New Hope,Patriot Games,1,Harrison Ford,Action,3,0.333333
Midnight Run,"Matrix, The",1,Joe Pantoliano,Action|Thriller,4,0.25
Big,Toy Story,1,Tom Hanks,Comedy|Fantasy,4,0.25
"Silence of the Lambs, The",Candyman,1,Kasi Lemmons,Horror|Thriller,4,0.25
Aladdin,Mrs. Doubtfire,1,Robin Williams,Comedy,3,0.333333
"Silence of the Lambs, The",Absolute Power,1,Scott Glenn,Thriller,3,0.333333
"Silence of the Lambs, The","Bourne Legacy, The",1,Scott Glenn,Thriller,3,0.333333
"Matrix, The",21,1,Laurence Fishburne,Thriller,3,0.333333
"Fugitive, The",Clear and Present Danger,1,Harrison Ford,Thriller,3,0.333333
U.S. Marshals,"Matrix, The",1,Joe Pantoliano,Action|Thriller,4,0.25
Chain Reaction,"Matrix, The",1,Keanu Reeves,Action|Thriller,4,0.25
"Green Mile, The",Saving Private Ryan,2,Tom Hanks|Barry Pepper,Drama,5,0.2
"Matrix, The","Scanner Darkly, A",1,Keanu Reeves,Sci-Fi|Thriller,4,0.25
"Matrix, The",Bad Boys II,1,Joe Pantoliano,Action|Thriller,4,0.25
"Godfather, The",Heat,1,Al Pacino,Crime,3,0.333333
Star Wars: Episode VI - Return of the Jedi,"Hunt for Red October, The",1,James Earl Jones,Action|Adventure,4,0.25
"Silence of the Lambs, The",Fracture,1,Anthony Hopkins,Crime|Thriller,4,0.25
"Mask, The",Shrek,1,Cameron Diaz,Comedy|Fantasy,4,0.25
"Silence of the Lambs, The",Murder at 1600,1,Diane Baker,Crime|Thriller,4,0.25
Point Break,"Matrix, The",1,Keanu Reeves,Action|Thriller,4,0.25
Star Wars: Episode IV - A New Hope,Indiana Jones and the Kingdom of the Crystal Skull,1,Harrison Ford,Action|Adventure|Sci-Fi,5,0.2
"Matrix, The","Animatrix, The",1,Carrie-Anne Moss,Action|Sci-Fi,4,0.25
"Silence of the Lambs, The",Flightplan,1,Jodie Foster,Thriller,3,0.333333
Jurassic Park,Jackie Brown,1,Samuel L. Jackson,Thriller,3,0.333333
"Silence of the Lambs, The",Sucker Punch,1,Scott Glenn,Thriller,3,0.333333
Sleepless in Seattle,Apollo 13,1,Tom Hanks,Drama,3,0.333333
Bill & Ted's Bogus Journey,"Matrix, The",1,Keanu Reeves,Sci-Fi,3,0.333333
"Matrix, The",Fantastic Four: Rise of the Silver Surfer,1,Laurence Fishburne,Action|Sci-Fi,4,0.25
Apollo 13,Catch Me If You Can,1,Tom Hanks,Drama,3,0.333333
Fight Club,Big Fish,1,Helena Bonham Carter,Drama,3,0.333333
"Matrix, The",Red Planet,1,Carrie-Anne Moss,Action|Sci-Fi|Thriller,5,0.2
Just Cause,"Matrix, The",1,Laurence Fishburne,Thriller,3,0.333333
Independence Day (a.k.a. ID4),Donnie Darko,1,Mary McDonnell,Sci-Fi|Thriller,4,0.25
Empire of the Sun,"Matrix, The",1,Joe Pantoliano,Action,3,0.333333
Star Wars: Episode V - The Empire Strikes Back,Star Wars: Episode III - Revenge of the Sith,2,Anthony Daniels|Frank Oz,Action|Adventure|Sci-Fi,7,0.142857
"Silence of the Lambs, The",Instinct,1,Anthony Hopkins,Thriller,3,0.333333
Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode II - Attack of the Clones,2,Frank Oz|Ian McDiarmid,Action|Adventure|Sci-Fi,7,0.142857
"Silence of the Lambs, The",Kiss of Death,1,Anthony Heald,Crime|Thriller,4,0.25
Jurassic Park,Iron Man 2,1,Samuel L. Jackson,Action|Adventure|Sci-Fi|Thriller,6,0.166667
"Silence of the Lambs, The",Red 2,1,Anthony Hopkins,Crime|Thriller,4,0.25
"Matrix, The",Passengers,1,Laurence Fishburne,Sci-Fi,3,0.333333
While You Were Sleeping,American Beauty,1,Peter Gallagher,Romance,3,0.333333
Saving Private Ryan,"Bourne Identity, The",1,Matt Damon,Action,3,0.333333
"Lord of the Rings: The Fellowship of the Ring, The",X2: X-Men United,1,Ian McKellen,Adventure,3,0.333333
Seven (a.k.a. Se7en),Snatch,1,Brad Pitt,Thriller,3,0.333333
Fargo,"Big Lebowski, The",2,Steve Buscemi|Peter Stormare,Comedy|Crime,6,0.166667
"Silence of the Lambs, The","Hills Have Eyes, The",1,Ted Levine,Horror|Thriller,4,0.25
"Matrix, The",John Wick: Chapter Two,2,Keanu Reeves|Laurence Fishburne,Action|Thriller,6,0.166667
"Silence of the Lambs, The",Deep Rising,1,Anthony Heald,Horror,3,0.333333
"Matrix, The",Batman v Superman: Dawn of Justice,1,Laurence Fishburne,Action|Sci-Fi,4,0.25
Jurassic Park,Executive Decision,1,BD Wong,Action|Adventure|Thriller,5,0.2
"Great Escape, The",Jurassic Park,1,Richard Attenborough,Action|Adventure,4,0.25
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Spider-Man 2,1,Alfred Molina,Action|Adventure,4,0.25
Star Wars: Episode IV - A New Hope,The Lego Movie,1,Anthony Daniels,Action|Adventure,4,0.25
"Blues Brothers, The",Star Wars: Episode VI - Return of the Jedi,1,Frank Oz,Action,3,0.333333
Jurassic Park,"Time to Kill, A",1,Samuel L. Jackson,Thriller,3,0.333333
"Matrix, The","Gift, The",1,Keanu Reeves,Thriller,3,0.333333
Outbreak,Seven (a.k.a. Se7en),2,Morgan Freeman|Kevin Spacey,Thriller,5,0.2
"Nightmare on Elm Street 3: Dream Warriors, A","Matrix, The",1,Laurence Fishburne,Thriller,3,0.333333
Marnie,"Silence of the Lambs, The",1,Diane Baker,Thriller,3,0.333333
Jurassic Park,Mulan,1,BD Wong,Adventure,3,0.333333
Léon: The Professional (a.k.a. The Professional) (Léon),"Dark Knight, The",1,Gary Oldman,Action|Crime|Drama,5,0.2
Schindler's List,"English Patient, The",1,Ralph Fiennes,Drama|War,4,0.25
"Matrix, The",Disturbia,1,Carrie-Anne Moss,Thriller,3,0.333333
"Matrix, The",Contagion,1,Laurence Fishburne,Sci-Fi|Thriller,4,0.25
"Silence of the Lambs, The",Bad Company,1,Anthony Hopkins,Crime,3,0.333333
"Silence of the Lambs, The",Jurassic World: Fallen Kingdom,1,Ted Levine,Thriller,3,0.333333
"Silence of the Lambs, The",Desperate Measures,1,Tracey Walter,Crime|Thriller,4,0.25
Something Wild,"Silence of the Lambs, The",1,Tracey Walter,Crime,3,0.333333
Sleepless in Seattle,Saving Private Ryan,1,Tom Hanks,Drama,3,0.333333
Apollo 13,Toy Story 2,1,Tom Hanks,Adventure,3,0.333333
Saving Private Ryan,Catch Me If You Can,1,Tom Hanks,Drama,3,0.333333
"Fifth Element, The","Dark Knight, The",1,Gary Oldman,Action,3,0.333333
Blade Runner,Indiana Jones and the Last Crusade,1,Harrison Ford,Action,3,0.333333
"Matrix, The",Predators,1,Laurence Fishburne,Action|Sci-Fi|Thriller,5,0.2
Legends of the Fall,Fight Club,1,Brad Pitt,Drama,3,0.333333
Jurassic Park,"River Wild, The",1,Joseph Mazzello,Action|Thriller,4,0.25
Braveheart,"Patriot, The",1,Mel Gibson,Action|Drama|War,5,0.2
Predator,Terminator 2: Judgment Day,1,Arnold Schwarzenegger,Action|Sci-Fi,4,0.25
True Romance,Fight Club,1,Brad Pitt,Crime|Thriller,4,0.25
"Matrix, The",Osmosis Jones,1,Laurence Fishburne,Action|Thriller,4,0.25
Blue Velvet,Jurassic Park,1,Laura Dern,Thriller,3,0.333333
Schindler's List,Love Actually,1,Liam Neeson,Drama,3,0.333333
Fled,"Matrix, The",1,Laurence Fishburne,Action,3,0.333333
King of New York,"Matrix, The",1,Laurence Fishburne,Thriller,3,0.333333
Running Scared,"Matrix, The",1,Joe Pantoliano,Action,3,0.333333
Schindler's List,Harry Potter and the Deathly Hallows: Part 2,1,Ralph Fiennes,Drama,3,0.333333
Star Wars: Episode IV - A New Hope,Blade Runner 2049,1,Harrison Ford,Sci-Fi,3,0.333333
Casino,"Usual Suspects, The",1,Kevin Pollak,Crime,3,0.333333
Jurassic Park,Kingsman: The Secret Service,1,Samuel L. Jackson,Action|Adventure,4,0.25
Red Heat,"Matrix, The",1,Laurence Fishburne,Action,3,0.333333
"Matrix, The",47 Ronin,1,Keanu Reeves,Action,3,0.333333
Star Wars: Episode IV - A New Hope,"Lord of the Rings, The",1,Anthony Daniels,Adventure,3,0.333333
Star Wars: Episode IV - A New Hope,Six Days Seven Nights,1,Harrison Ford,Adventure,3,0.333333
Star Wars: Episode VI - Return of the Jedi,Star Wars: Episode III - Revenge of the Sith,3,Anthony Daniels|Frank Oz|Ian McDiarmid,Action|Adventure|Sci-Fi,9,0.111111
"Matrix, The",TMNT (Teenage Mutant Ninja Turtles),1,Laurence Fishburne,Action,3,0.333333
Schindler's List,"Grand Budapest Hotel, The",1,Ralph Fiennes,Drama,3,0.333333
Dances with Wolves,Dumb & Dumber (Dumb and Dumber),1,Charles Rocket,Adventure,3,0.333333
Apollo 13,Cast Away,1,Tom Hanks,Drama,3,0.333333
Fight Club,"King's Speech, The",1,Helena Bonham Carter,Drama,3,0.333333
Aliens,True Lies,1,Bill Paxton,Action|Adventure,4,0.25
Jurassic Park,Jurassic Park III,2,Laura Dern|Sam Neill,Action|Adventure|Sci-Fi|Thriller,8,0.125
Patriot Games,Jurassic Park,1,Samuel L. Jackson,Action|Thriller,4,0.25
Mrs. Doubtfire,Good Will Hunting,1,Robin Williams,Drama,3,0.333333
Crimson Tide,"Lord of the Rings: The Return of the King, The",1,Viggo Mortensen,Drama,3,0.333333
Jurassic Park,"Negotiator, The",1,Samuel L. Jackson,Action|Thriller,4,0.25
"Santa Clause, The",Toy Story,1,Tim Allen,Comedy|Fantasy,4,0.25
Jurassic Park,Captain America: The First Avenger,1,Samuel L. Jackson,Action|Adventure|Sci-Fi|Thriller,6,0.166667
Jurassic Park,Captain America: The Winter Soldier,1,Samuel L. Jackson,Action|Adventure|Sci-Fi,5,0.2
Terminator 2: Judgment Day,Eraser,1,Arnold Schwarzenegger,Action,3,0.333333
True Lies,Twister,1,Bill Paxton,Action|Adventure|Romance|Thriller,6,0.166667
"Fugitive, The","Net, The",1,L. Scott Caldwell,Thriller,3,0.333333
Braveheart,Pocahontas,1,Mel Gibson,Drama,3,0.333333
Back to the Future,Back to the Future Part II,4,Michael J. Fox|Christopher Lloyd|Lea Thompson|Tom Wilson,Adventure|Comedy|Sci-Fi,11,0.090909
"Firm, The",Apollo 13,1,Ed Harris,Drama,3,0.333333
Star Wars: Episode IV - A New Hope,Ender's Game,1,Harrison Ford,Action|Adventure|Sci-Fi,5,0.2
"Usual Suspects, The",Traffic,1,Benicio Del Toro,Crime|Thriller,4,0.25
Lethal Weapon 2,Braveheart,1,Mel Gibson,Action|Drama,4,0.25
Speed,Twister,1,Alan Ruck,Action|Romance|Thriller,5,0.2
Jurassic Park,"Long Kiss Goodnight, The",1,Samuel L. Jackson,Action|Thriller,4,0.25
Being John Malkovich,Shrek,1,Cameron Diaz,Comedy|Fantasy,4,0.25
"Lord of the Rings: The Fellowship of the Ring, The",The Martian,1,Sean Bean,Adventure,3,0.333333
Batman Begins,"Dark Knight, The",4,Gary Oldman|Christian Bale|Michael Caine|Cillian Murphy,Action|Crime|IMAX,11,0.090909
Twelve Monkeys (a.k.a. 12 Monkeys),Snatch,1,Brad Pitt,Thriller,3,0.333333
Saving Private Ryan,"Departed, The",1,Matt Damon,Drama,3,0.333333
Star Wars: Episode V - The Empire Strikes Back,Air Force One,1,Harrison Ford,Action,3,0.333333
Dances with Wolves,"Green Mile, The",1,Graham Greene,Drama,3,0.333333
Ace Ventura: Pet Detective,"Mask, The",1,Jim Carrey,Comedy,3,0.333333
Star Wars: Episode IV - A New Hope,Star Wars: The Last Jedi,3,Anthony Daniels|Carrie Fisher|Mark Hamill,Action|Adventure|Sci-Fi,9,0.111111
Jurassic Park,"Life Aquatic with Steve Zissou, The",1,Jeff Goldblum,Adventure,3,0.333333
Star Wars: Episode IV - A New Hope,"Devil's Own, The",1,Harrison Ford,Action,3,0.333333
Schindler's List,Rob Roy,1,Liam Neeson,Drama|War,4,0.25
Schindler's List,Disclosure,1,Caroline Goodall,Drama,3,0.333333
American Beauty,Juno,1,Allison Janney,Drama|Romance,4,0.25
Toy Story,Galaxy Quest,1,Tim Allen,Adventure|Comedy,4,0.25
Jurassic Park,Avengers: Age of Ultron,1,Samuel L. Jackson,Action|Adventure|Sci-Fi,5,0.2
Fight Club,"Grand Budapest Hotel, The",1,Edward Norton,Drama,3,0.333333
Saving Private Ryan,Cast Away,1,Tom Hanks,Drama,3,0.333333
"Lord of the Rings: The Fellowship of the Ring, The",Pirates of the Caribbean: Dead Man's Chest,1,Orlando Bloom,Adventure|Fantasy,4,0.25
Schindler's List,Taken,1,Liam Neeson,Drama,3,0.333333
"Few Good Men, A","Usual Suspects, The",1,Kevin Pollak,Crime|Thriller,4,0.25
Toy Story,Toy Story 3,6,Tom Hanks|Tim Allen|John Ratzenberger|Wallace Shawn|John Morris|Don Rickles,Adventure|Animation|Children|Comedy|Fantasy,17,0.058824
Fight Club,Mr. & Mrs. Smith,1,Brad Pitt,Action,3,0.333333
Jurassic Park,Powder,1,Jeff Goldblum,Sci-Fi,3,0.333333
Back to the Future,Who Framed Roger Rabbit?,1,Christopher Lloyd,Adventure|Comedy,4,0.25
Back to the Future,Back to the Future Part III,4,Michael J. Fox|Christopher Lloyd|Lea Thompson|Tom Wilson,Adventure|Comedy|Sci-Fi,11,0.090909
Jurassic Park,Deep Blue Sea,1,Samuel L. Jackson,Action|Sci-Fi|Thriller,5,0.2
Batman Forever,Men in Black (a.k.a. MIB),1,Tommy Lee Jones,Action|Comedy,4,0.25
Jurassic Park,Event Horizon,1,Sam Neill,Sci-Fi|Thriller,4,0.25
Heat,Saving Private Ryan,1,Tom Sizemore,Action,3,0.333333
Saving Private Ryan,Avatar,1,Giovanni Ribisi,Action,3,0.333333
Star Wars: Episode IV - A New Hope,"Mosquito Coast, The",1,Harrison Ford,Adventure,3,0.333333
"Usual Suspects, The","Lost World: Jurassic Park, The",1,Pete Postlethwaite,Thriller,3,0.333333
Ghost,"Lion King, The",1,Whoopi Goldberg,Drama,3,0.333333
Star Wars: Episode IV - A New Hope,Cowboys & Aliens,1,Harrison Ford,Action|Sci-Fi,4,0.25
Ace Ventura: Pet Detective,"Truman Show, The",1,Jim Carrey,Comedy,3,0.333333
Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Maverick,1,Alfred Molina,Adventure,3,0.333333
Schindler's List,In Bruges,1,Ralph Fiennes,Drama,3,0.333333
"Lord of the Rings: The Two Towers, The",X2: X-Men United,1,Ian McKellen,Adventure,3,0.333333
Schindler's List,Gangs of New York,1,Liam Neeson,Drama,3,0.333333
Schindler's List,Nell,1,Liam Neeson,Drama,3,0.333333
"Lord of the Rings: The Return of the King, The",X2: X-Men United,1,Ian McKellen,Action|Adventure,4,0.25
"American President, The",American Beauty,1,Annette Bening,Drama|Romance,4,0.25
Léon: The Professional (a.k.a. The Professional) (Léon),Mission: Impossible,1,Jean Reno,Action|Thriller,4,0.25
Thelma & Louise,Fight Club,1,Brad Pitt,Crime|Drama,4,0.25
"Terminator, The","Rock, The",1,Michael Biehn,Action|Thriller,4,0.25
Fight Club,"Illusionist, The",1,Edward Norton,Drama,3,0.333333
Terminator 2: Judgment Day,Last Action Hero,1,Arnold Schwarzenegger,Action,3,0.333333
Lawrence of Arabia,Star Wars: Episode V - The Empire Strikes Back,1,Alec Guinness,Adventure,3,0.333333
Blade Runner,Kill Bill: Vol. 1,1,Daryl Hannah,Action|Thriller,4,0.25
Fargo,Armageddon,2,Steve Buscemi|Peter Stormare,Thriller,5,0.2
Schindler's List,Searching for Bobby Fischer,1,Ben Kingsley,Drama,3,0.333333
